auth_id,name,birthday,birthyear,book_id,title,pub_year,pub_month,avg_review,publication
6983656,Humayun Ahmed,11/13/48,1948,15703605,____ ___ ______,2004,6,4.21,2004
6983656,Humayun Ahmed,11/13/48,1948,3922710,_______ _____,2006,2,3.24,2006
88631,Kenneth Bulmer,1/14/21,1921,351627,The Steel Claw: The Vanishing Man,2006,1,3.62,2006
88631,Kenneth Bulmer,1/14/21,1921,2905496,The Diamond Contessa,1983,8,3.46,1983
88631,Kenneth Bulmer,1/14/21,1921,3885783,Kandar,1969,.,3.17,1969
88631,Kenneth Bulmer,1/14/21,1921,3885594,The Ships Of Durostorum / Alton's Unguessable,1970,.,3.18,1970
88631,Kenneth Bulmer,1/14/21,1921,3616099,New Writings in SF-25,1976,.,3.18,1976
88631,Kenneth Bulmer,1/14/21,1921,10563605,"The Keys To Irunium (Keys to the Dimensions, #2) / The Wandering Tellurian",1967,.,3.4,1967
88631,Kenneth Bulmer,1/14/21,1921,3885649,Roller Coaster World,1972,7,3.2,1972
88631,Kenneth Bulmer,1/14/21,1921,6347533,New Writings in SF-22,1974,.,3.1,1974
88631,Kenneth Bulmer,1/14/21,1921,9212623,Land Beyond the Map / Fugitive of the Stars,1965,.,3.44,1965
88631,Kenneth Bulmer,1/14/21,1921,3885206,Swords of the Barbarians,1970,.,3.14,1970
88631,Kenneth Bulmer,1/14/21,1921,3229325,New Writings In Sf 26,1976,8,3,1976
88631,Kenneth Bulmer,1/14/21,1921,3274324,City Under the Sea,1979,1,3.33,1979
88631,Kenneth Bulmer,1/14/21,1921,3409432,New Writings In Sf 29,1978,1,3.4,1978
88631,Kenneth Bulmer,1/14/21,1921,7088592,On the Symb-Socket Circuit,1972,.,2.83,1972
88631,Kenneth Bulmer,1/14/21,1921,6342829,To Outrun Doomsday,1975,2,2.83,1975
88631,Kenneth Bulmer,1/14/21,1921,3409410,New Writings in SF-24,1975,7,3,1975
88631,Kenneth Bulmer,1/14/21,1921,10661050,The Key to Venudine / Mercenary from Tomorrow,1968,.,3.75,1968
88631,Kenneth Bulmer,1/14/21,1921,3409417,New Writings in SF 27,1977,2,2.8,1977
88631,Kenneth Bulmer,1/14/21,1921,11688037,The Secrets of Zi / Beyond the Vanishing Point,1958,.,3.5,1958
88631,Kenneth Bulmer,1/14/21,1921,6115043,Ryder Hook - Mission Galaxis,1988,.,3,1988
88631,Kenneth Bulmer,1/14/21,1921,11369646,Cycle of Nemesis,1967,.,2.75,1967
88631,Kenneth Bulmer,1/14/21,1921,6178072,Worlds For The Taking,1966,.,3,1966
88631,Kenneth Bulmer,1/14/21,1921,2272311,New Writings in SF-23,1975,.,3,1975
88631,Kenneth Bulmer,1/14/21,1921,7215547,Demons' World / I Want the Stars,1964,.,4,1964
88631,Kenneth Bulmer,1/14/21,1921,12623244,Of Earth Foretold,1961,.,2.33,1961
88631,Kenneth Bulmer,1/14/21,1921,7248558,The Wizard of Starship Poseidon,1963,.,3.5,1963
33297,Brian W. Aldiss,8/18/25,1925,384579,Non-Stop,2005,7,3.85,2005
33297,Brian W. Aldiss,8/18/25,1925,845078,Hothouse,1984,12,3.64,1984
33297,Brian W. Aldiss,8/18/25,1925,669100,Greybeard,2005,12,3.53,2005
33297,Brian W. Aldiss,8/18/25,1925,436090,Supertoys Last All Summer Long and Other Stories of Future Time,2001,6,3.51,2001
33297,Brian W. Aldiss,8/18/25,1925,35251,Frankenstein Unbound,2005,12,3.26,2005
33297,Brian W. Aldiss,8/18/25,1925,964267,Trillion Year Spree: The History of Science Fiction,2001,7,4.09,2001
33297,Brian W. Aldiss,8/18/25,1925,384589,Galaxies Like Grains of Sand,2001,7,3.71,2001
33297,Brian W. Aldiss,8/18/25,1925,1351129,The Dark Light Years,2001,7,3.51,2001
33297,Brian W. Aldiss,8/18/25,1925,462550,Barefoot in the Head,2001,.,3.3,2001
33297,Brian W. Aldiss,8/18/25,1925,1876500,Who Can Replace a Man?,1976,7,3.65,1976
33297,Brian W. Aldiss,8/18/25,1925,973545,The Malacia Tapestry,1990,12,3.23,1990
33297,Brian W. Aldiss,8/18/25,1925,902990,Billion Year Spree: The True History of Science Fiction,1973,1,3.89,1973
33297,Brian W. Aldiss,8/18/25,1925,1118325,Earthworks,1965,.,3.04,1965
33297,Brian W. Aldiss,8/18/25,1925,1881079,Galactic Empires 1,1976,.,3.72,1976
33297,Brian W. Aldiss,8/18/25,1925,312350,Report on Probability a,2005,12,3.22,2005
33297,Brian W. Aldiss,8/18/25,1925,2963654,Galactic Empires 2,1977,10,3.73,1977
33297,Brian W. Aldiss,8/18/25,1925,2012478,"Space, Time And Nathaniel",1971,.,3.4,1971
33297,Brian W. Aldiss,8/18/25,1925,1564916,Space Opera,1977,3,3.81,1977
33297,Brian W. Aldiss,8/18/25,1925,655147,Brothers of the Head,2005,12,3.7,2005
8924,Lloyd Alexander,1/30/24,1924,24784,"The Black Cauldron (The Chronicles of Prydain, #2)",2006,5,4.13,2006
8924,Lloyd Alexander,1/30/24,1924,24780,"The Book of Three (The Chronicles of Prydain, #1)",2006,5,4,2006
8924,Lloyd Alexander,1/30/24,1924,24781,"The High King (The Chronicles of Prydain, #5)",2006,5,4.25,2006
8924,Lloyd Alexander,1/30/24,1924,24782,"Taran Wanderer (The Chronicles of Prydain, #4)",2006,5,4.13,2006
8924,Lloyd Alexander,1/30/24,1924,24779,"The Castle of Llyr (The Chronicles of Prydain, #3)",2006,5,4.06,2006
8924,Lloyd Alexander,1/30/24,1924,822630,Time Cat,1996,2,3.72,1996
8924,Lloyd Alexander,1/30/24,1924,463063,The Chronicles of Prydain Boxed Set (The Chronicles of Prydain #1-5),2007,9,4.38,2007
8924,Lloyd Alexander,1/30/24,1924,24783,"Westmark (Westmark, #1)",2002,1,3.92,2002
8924,Lloyd Alexander,1/30/24,1924,24785,The Foundling and Other Tales of Prydain,2006,5,3.87,2006
8924,Lloyd Alexander,1/30/24,1924,116435,"The Beggar Queen (Westmark, #3)",2002,6,3.96,2002
8924,Lloyd Alexander,1/30/24,1924,116434,The Arkadians,1997,5,3.88,1997
8924,Lloyd Alexander,1/30/24,1924,26571,"The Kestrel (Westmark, #2)",2002,6,3.97,2002
8924,Lloyd Alexander,1/30/24,1924,773693,The Iron Ring,1999,5,3.78,1999
8924,Lloyd Alexander,1/30/24,1924,111626,The Remarkable Journey of Prince Jen,2004,11,3.84,2004
8924,Lloyd Alexander,1/30/24,1924,295481,"The Illyrian Adventure (Vesper Holly, #1)",2000,12,3.74,2000
8924,Lloyd Alexander,1/30/24,1924,633425,The Rope Trick,2004,8,3.69,2004
8924,Lloyd Alexander,1/30/24,1924,111628,"The El Dorado Adventure (Vesper Holly, #2)",2000,12,3.78,2000
8924,Lloyd Alexander,1/30/24,1924,463064,Gypsy Rizka,2000,11,3.67,2000
8924,Lloyd Alexander,1/30/24,1924,1206544,The Cat Who Wished to be a Man,1992,1,3.69,1992
8924,Lloyd Alexander,1/30/24,1924,627144,The First Two Lives of Lukas-Kasha (Puffin Novel),1998,5,3.82,1998
8924,Lloyd Alexander,1/30/24,1924,116437,"The Drackenberg Adventure (Vesper Holly, #3)",2001,7,3.81,2001
8924,Lloyd Alexander,1/30/24,1924,1003351,"The Jedera Adventure (Vesper Holly, #4)",2001,7,3.82,2001
8924,Lloyd Alexander,1/30/24,1924,773690,The Marvelous Misadventures Of Sebastian,2000,7,3.83,2000
8924,Lloyd Alexander,1/30/24,1924,284056,The Wizard in the Tree,1998,1,3.62,1998
8924,Lloyd Alexander,1/30/24,1924,24788,"The Philadelphia Adventure (Vesper Holly, #5)",2002,7,3.88,2002
8924,Lloyd Alexander,1/30/24,1924,116439,The Fortune-Tellers,1997,10,4.03,1997
8924,Lloyd Alexander,1/30/24,1924,116441,The Golden Dream of Carlo Chuchio,2007,8,3.52,2007
8924,Lloyd Alexander,1/30/24,1924,116433,"The Xanadu Adventure (Vesper Holly, #6)",2007,2,3.8,2007
8924,Lloyd Alexander,1/30/24,1924,1232236,The First Chronicles Of Prydain,1986,.,4.14,1986
8924,Lloyd Alexander,1/30/24,1924,744461,The Gawgon and the Boy,2003,1,3.76,2003
23559,Roger MacBride Allen,9/26/57,1957,513173,"Ambush at Corellia (Star Wars: The Corellian Trilogy, #1)",1995,2,3.41,1995
23559,Roger MacBride Allen,9/26/57,1957,424587,"Showdown at Centerpoint (Star Wars: The Corellian Trilogy, #3)",1995,10,3.48,1995
23559,Roger MacBride Allen,9/26/57,1957,513158,"Assault at Selonia (Star Wars: The Corellian Trilogy, #2)",2011,6,3.45,2011
23559,Roger MacBride Allen,9/26/57,1957,85454,"Isaac Asimov's Caliban (Isaac Asimov's Caliban, #1)",1997,9,3.84,1997
23559,Roger MacBride Allen,9/26/57,1957,568129,"Utopia (Isaac Asimov's Caliban, #3)",1996,11,3.94,1996
23559,Roger MacBride Allen,9/26/57,1957,85504,"Inferno (Isaac Asimov's Caliban, #2)",1998,3,3.76,1998
23559,Roger MacBride Allen,9/26/57,1957,513157,"The Depths of Time (The Chronicles of Solace, #1)",2001,6,3.73,2001
23559,Roger MacBride Allen,9/26/57,1957,513160,"The Ring of Charon (The Hunted Earth, #1)",1990,12,3.9,1990
23559,Roger MacBride Allen,9/26/57,1957,878608,The Corellian Trilogy,1995,3,3.66,1995
23559,Roger MacBride Allen,9/26/57,1957,513169,"The Ocean of Years (The Chronicles of Solace, #2)",2002,6,3.82,2002
23559,Roger MacBride Allen,9/26/57,1957,1350712,"The Shattered Sphere (The Hunted Earth, #2)",1994,7,3.89,1994
23559,Roger MacBride Allen,9/26/57,1957,513168,"The Shores of Tomorrow (The Chronicles of Solace, #3)",2003,12,3.92,2003
23559,Roger MacBride Allen,9/26/57,1957,602413,"The War Machine (Crisis of Empire, No 3)",1989,10,3.67,1989
23559,Roger MacBride Allen,9/26/57,1957,513166,The Modular Man,1992,5,3.77,1992
23559,Roger MacBride Allen,9/26/57,1957,2265968,Orphan of Creation,1988,2,3.47,1988
23559,Roger MacBride Allen,9/26/57,1957,2054973,"Allies & Aliens (Allies & Aliens, #1-2)",1995,6,3.66,1995
23559,Roger MacBride Allen,9/26/57,1957,513162,"Rogue Powers (Allies & Aliens, #2)",1986,9,3.35,1986
23559,Roger MacBride Allen,9/26/57,1957,237236,BSI: Starside: The Cause of Death,2006,2,2.8,2006
23559,Roger MacBride Allen,9/26/57,1957,2265967,BSI: Starside: Final Inquiries,2008,2,3.2,2008
23559,Roger MacBride Allen,9/26/57,1957,513156,BSI: Starside: Death Sentence,2007,5,3.22,2007
23559,Roger MacBride Allen,9/26/57,1957,64727,The Game of Worlds,1999,12,3.38,1999
556084,Hans Joachim Alpers,7/14/43,1943,1131265,"Die Graue Eminenz (Shadowrun, #12) (Deutschland in den Schatten, #3)",1996,.,3.77,1996
556084,Hans Joachim Alpers,7/14/43,1943,1502546,Shadowrun. Das zerrissene Land. Zehnter Band des Shadowrun- Zyklus,1997,.,3.32,1997
556084,Hans Joachim Alpers,7/14/43,1943,1131329,"Die Augen des Riggers (Shadowrun, #11) (Deutschland in den Schatten, #2)",1996,.,3.63,1996
556084,Hans Joachim Alpers,7/14/43,1943,1131318,"Deutschland in den Schatten (Shadowrun, #10-12), (Deutschland in den Schatten, #1-3)",2003,.,3.86,2003
556084,Hans Joachim Alpers,7/14/43,1943,2143147,"Flucht aus Ghurenia (Das Schwarze Auge, #19 - Die Piraten des Südmeers, #2)",1997,.,2.5,1997
556084,Hans Joachim Alpers,7/14/43,1943,2143144,"Hinter der eisernen Maske (Das Schwarze Auge, #15 - Die Piraten des Südmeers, #1)",1996,.,2.56,1996
556084,Hans Joachim Alpers,7/14/43,1943,6530895,"Das letzte Duell (Das Schwarze Auge, #23 - Die Piraten des Südmeers, #3)",1998,3,3,1998
556084,Hans Joachim Alpers,7/14/43,1943,3897870,"Die Piraten des Südmeers (Das Schwarze Auge, #15, #19 und #23 - Die Piraten des Südmeers, #1-3)",2001,10,4.33,2001
556084,Hans Joachim Alpers,7/14/43,1943,2143142,"Verschwörung in Havena (Das Schwarze Auge - Rhiana, die Amazone, #4)",2005,3,5,2005
556084,Hans Joachim Alpers,7/14/43,1943,2143140,"Gefangene der Zyklopeninseln (Das Schwarze Auge - Rhiana, die Amazone, #6)",2006,3,4.5,2006
556084,Hans Joachim Alpers,7/14/43,1943,16060489,Kopernikus 1,1980,.,3,1980
556084,Hans Joachim Alpers,7/14/43,1943,6109277,Science Fiction Jahrbuch 1985,1984,.,3,1984
556084,Hans Joachim Alpers,7/14/43,1943,4733536,Lexikon der Science Fiction Literatur,1987,.,3,1987
556084,Hans Joachim Alpers,7/14/43,1943,2143141,"Kampf um Talania (Das Schwarze Auge - Rhiana, die Amazone, #7)",2007,1,5,2007
556084,Hans Joachim Alpers,7/14/43,1943,16053400,Science Fiction Jahrbuch 1983,1982,.,5,1982
556084,Hans Joachim Alpers,7/14/43,1943,12757598,"Der Flammenbund (Das Schwarze Auge - Rhiana, die Amazone, #1)",2003,12,5,2003
556084,Hans Joachim Alpers,7/14/43,1943,16058103,"Analog 1 (Analog, #1)",1981,.,4,1981
556084,Hans Joachim Alpers,7/14/43,1943,16054478,Science Fiction Jahrbuch 1984,1983,.,4,1983
556084,Hans Joachim Alpers,7/14/43,1943,16054528,Science Fiction Jahrbuch 1987,1986,.,3,1986
556084,Hans Joachim Alpers,7/14/43,1943,16054508,Science Fiction Jahrbuch 1986,1985,.,3,1985
556084,Hans Joachim Alpers,7/14/43,1943,2143139,Nekrogenesis,2007,12,2,2007
